direction_group,layer,signal_scale,sae_latents,l1_coef,condition,mean_recovery_mean,mean_recovery_std,frac_recovered_mean,frac_recovered_std,mean_snr
strong,10,0.1,512,0.001,standard_L1_K512_mixed,0.05596536586001371,0.0017838934117736596,0.0,0.0,3.6451666666666664
strong,10,0.1,512,0.001,topK20_K512_mixed,0.05645175523931087,0.001096592713617127,0.0,0.0,3.6451666666666664
strong,10,0.1,2048,0.001,delta_K2048,0.9934579666118925,0.00010987592699472946,1.0,0.0,3.6451666666666664
strong,10,0.1,2048,0.001,random_label_control,0.03716643188274353,0.002358549882131041,0.0,0.0,3.6451666666666664
strong,10,0.1,2048,0.001,random_pair_delta_control,0.06226896999861555,0.0033263017016105616,0.0,0.0,3.6451666666666664
strong,10,0.1,2048,0.001,standard_L1_K2048_mixed,0.06260004564977963,0.0026488699016803197,0.0,0.0,3.6451666666666664
strong,10,0.1,2048,0.001,topK20_K2048_mixed,0.0604840513523883,0.001727259880555778,0.0,0.0,3.6451666666666664
weak,4,0.005,512,0.001,delta_K512,0.0,0.0,0.0,0.0,3.4219999999999993
weak,4,0.005,512,0.001,random_label_control,0.0,0.0,0.0,0.0,3.4219999999999993
weak,4,0.005,512,0.001,random_pair_delta_control,0.05402133729403306,0.0025580588805439574,0.0,0.0,3.4219999999999993
weak,4,0.005,512,0.001,standard_L1_K512_mixed,0.05322617488623666,0.0010325531245369325,0.0,0.0,3.4219999999999993
weak,4,0.005,512,0.001,topK20_K512_mixed,0.0541004932415384,0.002272087655070999,0.0,0.0,3.4219999999999993
weak,4,0.005,2048,0.001,delta_K2048,0.0,0.0,0.0,0.0,3.4219999999999993
weak,4,0.005,2048,0.001,random_label_control,0.0,0.0,0.0,0.0,3.4219999999999993
weak,4,0.005,2048,0.001,random_pair_delta_control,0.06155409656942975,0.005002426531407836,0.0,0.0,3.4219999999999993
weak,4,0.005,2048,0.001,standard_L1_K2048_mixed,0.05994722216182522,0.0020052780429778605,0.0,0.0,3.4219999999999993
weak,4,0.005,2048,0.001,topK20_K2048_mixed,0.05892881552440451,0.004186803654814853,0.0,0.0,3.4219999999999993
weak,4,0.01,512,0.001,delta_K512,0.0,0.0,0.0,0.0,3.4219999999999993
weak,4,0.01,512,0.001,random_label_control,0.0,0.0,0.0,0.0,3.4219999999999993
weak,4,0.01,512,0.001,random_pair_delta_control,0.05386196823326533,0.002663554889906786,0.0,0.0,3.4219999999999993
weak,4,0.01,512,0.001,standard_L1_K512_mixed,0.05330400054321374,0.001008237762663503,0.0,0.0,3.4219999999999993
weak,4,0.01,512,0.001,topK20_K512_mixed,0.05421620813685749,0.0018981543928721259,0.0,0.0,3.4219999999999993
weak,4,0.01,2048,0.001,delta_K2048,0.0,0.0,0.0,0.0,3.4219999999999993
weak,4,0.01,2048,0.001,random_label_control,0.0,0.0,0.0,0.0,3.4219999999999993
weak,4,0.01,2048,0.001,random_pair_delta_control,0.06129317901713518,0.0040316115714658166,0.0,0.0,3.4219999999999993
weak,4,0.01,2048,0.001,standard_L1_K2048_mixed,0.05995923889151061,0.002578116519204767,0.0,0.0,3.4219999999999993
weak,4,0.01,2048,0.001,topK20_K2048_mixed,0.05743978089607598,0.0035973987630445584,0.0,0.0,3.4219999999999993
weak,4,0.02,512,0.001,delta_K512,0.0,0.0,0.0,0.0,3.4219999999999993
weak,4,0.02,512,0.001,random_label_control,0.0,0.0,0.0,0.0,3.4219999999999993
weak,4,0.02,512,0.001,random_pair_delta_control,0.05363113383526979,0.0021488539969408624,0.0,0.0,3.4219999999999993
weak,4,0.02,512,0.001,standard_L1_K512_mixed,0.0531428401062356,0.0009264056602420277,0.0,0.0,3.4219999999999993
weak,4,0.02,512,0.001,topK20_K512_mixed,0.05499670886842887,0.003182570032962211,0.0,0.0,3.4219999999999993
weak,4,0.02,2048,0.001,delta_K2048,0.9723574842463392,0.01360513553972183,1.0,0.0,3.4219999999999993
weak,4,0.02,2048,0.001,random_label_control,0.03677240527761227,0.000814050113056535,0.0,0.0,3.4219999999999993
weak,4,0.02,2048,0.001,random_pair_delta_control,0.061312344976388246,0.0042725053797524086,0.0,0.0,3.4219999999999993
weak,4,0.02,2048,0.001,standard_L1_K2048_mixed,0.0602624950369264,0.0021728969129596477,0.0,0.0,3.4219999999999993
weak,4,0.02,2048,0.001,topK20_K2048_mixed,0.060265955120342024,0.004655844294025781,0.0,0.0,3.4219999999999993
weak,4,0.05,512,0.001,delta_K512,0.9937169547297566,0.00022939508271332116,1.0,0.0,3.4219999999999993
weak,4,0.05,512,0.001,random_label_control,0.03950203321261992,0.0004324106691405651,0.0,0.0,3.4219999999999993
weak,4,0.05,512,0.001,random_pair_delta_control,0.05379583026771425,0.0019581976206090542,0.0,0.0,3.4219999999999993
weak,4,0.05,512,0.001,standard_L1_K512_mixed,0.05361906619686543,0.001181021645523109,0.0,0.0,3.4219999999999993
weak,4,0.05,512,0.001,topK20_K512_mixed,0.05447881235123606,0.0021833617029954388,0.0,0.0,3.4219999999999993
weak,4,0.05,2048,0.001,delta_K2048,0.9939996123648074,0.00021336064596239366,1.0,0.0,3.4219999999999993
weak,4,0.05,2048,0.001,random_label_control,0.04141243671199632,0.0031383572490902745,0.0,0.0,3.4219999999999993
weak,4,0.05,2048,0.001,random_pair_delta_control,0.06244373503416942,0.004715121304328334,0.0,0.0,3.4219999999999993
weak,4,0.05,2048,0.001,standard_L1_K2048_mixed,0.059761568466386535,0.002004034956428635,0.0,0.0,3.4219999999999993
weak,4,0.05,2048,0.001,topK20_K2048_mixed,0.06520906255564046,0.007380776192825876,0.0,0.0,3.4219999999999993
weak,4,0.1,512,0.001,delta_K512,0.9937446883291052,0.0002773398878399577,1.0,0.0,3.4219999999999993
weak,4,0.1,512,0.001,random_label_control,0.038710044195722194,0.0030929988954395637,0.0,0.0,3.4219999999999993
weak,4,0.1,512,0.001,random_pair_delta_control,0.05324869487567325,0.0020572327866397026,0.0,0.0,3.4219999999999993
weak,4,0.1,512,0.001,standard_L1_K512_mixed,0.05326975889535022,0.001086521054380195,0.0,0.0,3.4219999999999993
weak,4,0.1,512,0.001,topK20_K512_mixed,0.05291774883460578,0.0018085245073468554,0.0,0.0,3.4219999999999993
weak,4,0.1,2048,0.001,delta_K2048,0.9938576006840262,0.00023945518712080777,1.0,0.0,3.4219999999999993
weak,4,0.1,2048,0.001,random_label_control,0.03904155443401974,0.002253458330908642,0.0,0.0,3.4219999999999993
weak,4,0.1,2048,0.001,random_pair_delta_control,0.06230104490522586,0.004452716733154214,0.0,0.0,3.4219999999999993
weak,4,0.1,2048,0.001,standard_L1_K2048_mixed,0.06034322979894114,0.003025801351851191,0.0,0.0,3.4219999999999993
weak,4,0.1,2048,0.001,topK20_K2048_mixed,0.060284031697007884,0.0053544116068923175,0.0,0.0,3.4219999999999993
weak,8,0.005,512,0.001,delta_K512,0.0,0.0,0.0,0.0,3.4219999999999993
weak,8,0.005,512,0.001,random_label_control,0.0,0.0,0.0,0.0,3.4219999999999993
weak,8,0.005,512,0.001,random_pair_delta_control,0.05650467319403138,0.0004594106778123583,0.0,0.0,3.4219999999999993
weak,8,0.005,512,0.001,standard_L1_K512_mixed,0.057982037374895164,0.0006702173491352589,0.0,0.0,3.4219999999999993
weak,8,0.005,512,0.001,topK20_K512_mixed,0.056649439658911095,0.0023387579105609156,0.0,0.0,3.4219999999999993
weak,8,0.005,2048,0.001,delta_K2048,0.0,0.0,0.0,0.0,3.4219999999999993
weak,8,0.005,2048,0.001,random_label_control,0.0,0.0,0.0,0.0,3.4219999999999993
weak,8,0.005,2048,0.001,random_pair_delta_control,0.061300638714762996,0.0015427550938938298,0.0,0.0,3.4219999999999993
weak,8,0.005,2048,0.001,standard_L1_K2048_mixed,0.06134557589833472,0.0012048259998714464,0.0,0.0,3.4219999999999993
weak,8,0.005,2048,0.001,topK20_K2048_mixed,0.06173863968563743,0.002776982320614697,0.0,0.0,3.4219999999999993
weak,8,0.01,512,0.001,delta_K512,0.0,0.0,0.0,0.0,3.4219999999999993
weak,8,0.01,512,0.001,random_label_control,0.0,0.0,0.0,0.0,3.4219999999999993
weak,8,0.01,512,0.001,random_pair_delta_control,0.05660381930976729,0.00041098806170656384,0.0,0.0,3.4219999999999993
weak,8,0.01,512,0.001,standard_L1_K512_mixed,0.05814950758732573,0.0004763130714993062,0.0,0.0,3.4219999999999993
weak,8,0.01,512,0.001,topK20_K512_mixed,0.055931187257973615,0.002622311442338653,0.0,0.0,3.4219999999999993
weak,8,0.01,2048,0.001,delta_K2048,0.0,0.0,0.0,0.0,3.4219999999999993
weak,8,0.01,2048,0.001,random_label_control,0.0,0.0,0.0,0.0,3.4219999999999993
weak,8,0.01,2048,0.001,random_pair_delta_control,0.0618984549260771,0.0009511902674509665,0.0,0.0,3.4219999999999993
weak,8,0.01,2048,0.001,standard_L1_K2048_mixed,0.06095562542070626,0.0013074456490895425,0.0,0.0,3.4219999999999993
weak,8,0.01,2048,0.001,topK20_K2048_mixed,0.06257584880806623,0.0028226946306023418,0.0,0.0,3.4219999999999993
weak,8,0.02,512,0.001,delta_K512,0.0,0.0,0.0,0.0,3.4219999999999993
weak,8,0.02,512,0.001,random_label_control,0.0,0.0,0.0,0.0,3.4219999999999993
weak,8,0.02,512,0.001,random_pair_delta_control,0.05663112001445323,0.000643875329063413,0.0,0.0,3.4219999999999993
weak,8,0.02,512,0.001,standard_L1_K512_mixed,0.057892688291169114,0.0005649642228766533,0.0,0.0,3.4219999999999993
weak,8,0.02,512,0.001,topK20_K512_mixed,0.05630932620354109,0.000392129087929119,0.0,0.0,3.4219999999999993
weak,8,0.02,2048,0.001,delta_K2048,0.9639944455517352,0.01327426950611919,1.0,0.0,3.4219999999999993
weak,8,0.02,2048,0.001,random_label_control,0.036531084217744536,0.0016697636292553792,0.0,0.0,3.4219999999999993
weak,8,0.02,2048,0.001,random_pair_delta_control,0.061950303659658146,0.0014346092544794684,0.0,0.0,3.4219999999999993
weak,8,0.02,2048,0.001,standard_L1_K2048_mixed,0.061242426194748546,0.0015423860464927248,0.0,0.0,3.4219999999999993
weak,8,0.02,2048,0.001,topK20_K2048_mixed,0.06240385847444322,0.003437164942647921,0.0,0.0,3.4219999999999993
weak,8,0.05,512,0.001,delta_K512,0.9937933008905567,0.00018030083970801698,1.0,0.0,3.4219999999999993
weak,8,0.05,512,0.001,random_label_control,0.038179802193710706,0.003544513233147205,0.0,0.0,3.4219999999999993
weak,8,0.05,512,0.001,random_pair_delta_control,0.05646107800395602,0.000987105930400738,0.0,0.0,3.4219999999999993
weak,8,0.05,512,0.001,standard_L1_K512_mixed,0.057989248087522156,0.0007301808635059711,0.0,0.0,3.4219999999999993
weak,8,0.05,512,0.001,topK20_K512_mixed,0.05680834322493052,0.0011095745391139177,0.0,0.0,3.4219999999999993
weak,8,0.05,2048,0.001,delta_K2048,0.9940697969874283,0.00016650556492608774,1.0,0.0,3.4219999999999993
weak,8,0.05,2048,0.001,random_label_control,0.04325787710608312,0.0032075461302149767,0.0,0.0,3.4219999999999993
weak,8,0.05,2048,0.001,random_pair_delta_control,0.06140064876783041,0.0016546694785277475,0.0,0.0,3.4219999999999993
weak,8,0.05,2048,0.001,standard_L1_K2048_mixed,0.06102368722696865,0.0015786202555600694,0.0,0.0,3.4219999999999993
weak,8,0.05,2048,0.001,topK20_K2048_mixed,0.063153818539827,0.0016125658414741233,0.0,0.0,3.4219999999999993
weak,8,0.1,512,0.001,delta_K512,0.993819597566286,0.00017163548502878388,1.0,0.0,3.4219999999999993
weak,8,0.1,512,0.001,random_label_control,0.03849317368359054,0.00395277216026503,0.0,0.0,3.4219999999999993
weak,8,0.1,512,0.001,random_pair_delta_control,0.057078830544304876,0.000715084395708708,0.0,0.0,3.4219999999999993
weak,8,0.1,512,0.001,standard_L1_K512_mixed,0.058014476359255475,0.0009298334687913689,0.0,0.0,3.4219999999999993
weak,8,0.1,512,0.001,topK20_K512_mixed,0.05673290369910252,0.0010447279470171468,0.0,0.0,3.4219999999999993
weak,8,0.1,2048,0.001,delta_K2048,0.9938963291734392,0.00016872716149137783,1.0,0.0,3.4219999999999993
weak,8,0.1,2048,0.001,random_label_control,0.04111224261472229,0.003969134258136454,0.0,0.0,3.4219999999999993
weak,8,0.1,2048,0.001,random_pair_delta_control,0.06119183453501759,0.0008094412517141196,0.0,0.0,3.4219999999999993
weak,8,0.1,2048,0.001,standard_L1_K2048_mixed,0.061262298850826104,0.001143370538010394,0.0,0.0,3.4219999999999993
weak,8,0.1,2048,0.001,topK20_K2048_mixed,0.060676432410251946,0.0018907284453775076,0.0,0.0,3.4219999999999993
weak,10,0.005,512,0.001,delta_K512,0.0,0.0,0.0,0.0,3.4219999999999993
weak,10,0.005,512,0.001,random_label_control,0.0,0.0,0.0,0.0,3.4219999999999993
weak,10,0.005,512,0.001,random_pair_delta_control,0.0549902351615805,0.002030902081385689,0.0,0.0,3.4219999999999993
weak,10,0.005,512,0.001,standard_L1_K512_mixed,0.054763473281987995,0.0013548888318405915,0.0,0.0,3.4219999999999993
weak,10,0.005,512,0.001,topK20_K512_mixed,0.05299119725027323,0.001759938218997821,0.0,0.0,3.4219999999999993
weak,10,0.005,2048,0.001,delta_K2048,0.0,0.0,0.0,0.0,3.4219999999999993
weak,10,0.005,2048,0.001,random_label_control,0.0,0.0,0.0,0.0,3.4219999999999993
weak,10,0.005,2048,0.001,random_pair_delta_control,0.06206825753776455,0.005163011484669366,0.0,0.0,3.4219999999999993
weak,10,0.005,2048,0.001,standard_L1_K2048_mixed,0.059407508413893605,0.002447520056331057,0.0,0.0,3.4219999999999993
weak,10,0.005,2048,0.001,topK20_K2048_mixed,0.05806572406949235,0.0023670209349705242,0.0,0.0,3.4219999999999993
weak,10,0.01,512,0.001,delta_K512,0.0,0.0,0.0,0.0,3.4219999999999993
weak,10,0.01,512,0.001,random_label_control,0.0,0.0,0.0,0.0,3.4219999999999993
weak,10,0.01,512,0.001,random_pair_delta_control,0.055052944054309806,0.0021860284762415054,0.0,0.0,3.4219999999999993
weak,10,0.01,512,0.001,standard_L1_K512_mixed,0.05470014883612184,0.001272642540093367,0.0,0.0,3.4219999999999993
weak,10,0.01,512,0.001,topK20_K512_mixed,0.05196801660267374,0.0011855953495874825,0.0,0.0,3.4219999999999993
weak,10,0.01,2048,0.001,delta_K2048,0.0,0.0,0.0,0.0,3.4219999999999993
weak,10,0.01,2048,0.001,random_label_control,0.0,0.0,0.0,0.0,3.4219999999999993
weak,10,0.01,2048,0.001,random_pair_delta_control,0.06251415213553717,0.004157990599789993,0.0,0.0,3.4219999999999993
weak,10,0.01,2048,0.001,standard_L1_K2048_mixed,0.05944454423642153,0.002196562235205631,0.0,0.0,3.4219999999999993
weak,10,0.01,2048,0.001,topK20_K2048_mixed,0.058583773432053815,0.0010509207968244397,0.0,0.0,3.4219999999999993
weak,10,0.02,512,0.001,delta_K512,0.0,0.0,0.0,0.0,3.4219999999999993
weak,10,0.02,512,0.001,random_label_control,0.0,0.0,0.0,0.0,3.4219999999999993
weak,10,0.02,512,0.001,random_pair_delta_control,0.0547944751309517,0.002130497556396826,0.0,0.0,3.4219999999999993
weak,10,0.02,512,0.001,standard_L1_K512_mixed,0.054812819026125593,0.0010678450884639723,0.0,0.0,3.4219999999999993
weak,10,0.02,512,0.001,topK20_K512_mixed,0.051720731157173384,0.002011928151043856,0.0,0.0,3.4219999999999993
weak,10,0.02,2048,0.001,delta_K2048,0.975824520439061,0.01297411989648363,1.0,0.0,3.4219999999999993
weak,10,0.02,2048,0.001,random_label_control,0.037507102625020584,0.0010593508696706473,0.0,0.0,3.4219999999999993
weak,10,0.02,2048,0.001,random_pair_delta_control,0.06316555550465842,0.004564541887611622,0.0,0.0,3.4219999999999993
weak,10,0.02,2048,0.001,standard_L1_K2048_mixed,0.05974759525212206,0.0030794419552146,0.0,0.0,3.4219999999999993
weak,10,0.02,2048,0.001,topK20_K2048_mixed,0.060699413539983905,0.00201886063020547,0.0,0.0,3.4219999999999993
weak,10,0.05,512,0.001,delta_K512,0.9937590489524385,0.00017912875832471048,1.0,0.0,3.4219999999999993
weak,10,0.05,512,0.001,random_label_control,0.03800708514541315,0.0031810627431164877,0.0,0.0,3.4219999999999993
weak,10,0.05,512,0.001,random_pair_delta_control,0.05486300554142362,0.0021269448983037113,0.0,0.0,3.4219999999999993
weak,10,0.05,512,0.001,standard_L1_K512_mixed,0.05469179701419768,0.0011923690351365176,0.0,0.0,3.4219999999999993
weak,10,0.05,512,0.001,topK20_K512_mixed,0.05308206521927241,0.0023804180312325353,0.0,0.0,3.4219999999999993
weak,10,0.05,2048,0.001,delta_K2048,0.994000844405963,0.0002447829552629824,1.0,0.0,3.4219999999999993
weak,10,0.05,2048,0.001,random_label_control,0.04212445553705693,0.0033157335471004864,0.0,0.0,3.4219999999999993
weak,10,0.05,2048,0.001,random_pair_delta_control,0.06268090818728532,0.004273310039634464,0.0,0.0,3.4219999999999993
weak,10,0.05,2048,0.001,standard_L1_K2048_mixed,0.059644143764235026,0.002173337686254359,0.0,0.0,3.4219999999999993
weak,10,0.05,2048,0.001,topK20_K2048_mixed,0.059167387476324586,0.002174901957698659,0.0,0.0,3.4219999999999993
weak,10,0.1,512,0.001,delta_K512,0.99380459166651,0.00018860179647579948,1.0,0.0,3.4219999999999993
weak,10,0.1,512,0.001,random_label_control,0.03876923556905477,0.0038440915043153937,0.0,0.0,3.4219999999999993
weak,10,0.1,512,0.001,random_pair_delta_control,0.054786705658042785,0.0022026131744184285,0.0,0.0,3.4219999999999993
weak,10,0.1,512,0.001,standard_L1_K512_mixed,0.05474067827975237,0.0012441752140667005,0.0,0.0,3.4219999999999993
weak,10,0.1,512,0.001,topK20_K512_mixed,0.05430977547638399,0.0006296644747755023,0.0,0.0,3.4219999999999993
weak,10,0.1,2048,0.001,delta_K2048,0.9938665174910818,0.0002539127013103901,1.0,0.0,3.4219999999999993
weak,10,0.1,2048,0.001,random_label_control,0.03908769579670652,0.002957571337253957,0.0,0.0,3.4219999999999993
weak,10,0.1,2048,0.001,random_pair_delta_control,0.06302312343195804,0.004229358640718627,0.0,0.0,3.4219999999999993
weak,10,0.1,2048,0.001,standard_L1_K2048_mixed,0.059006068733421395,0.0028127584363840698,0.0,0.0,3.4219999999999993
weak,10,0.1,2048,0.001,topK20_K2048_mixed,0.060950001205897504,0.00536158769731976,0.0,0.0,3.4219999999999993
